13851,-0.0238,47139.605,p,vis,Frank Peter,,"D,0079,D,0079,,"
14897,0.0064,48503.501,p,vis,Frank Peter,,"D,0079,D,0079,,"
14924,0.0354,48539.387,s,vis,Frank Peter,,"D,0079,D,0079,,"
15750,0.0017,49615.712,p,ccd,Agerer Franz,,"D,0132,I,5016,,1"
15759,0.005,49627.4502,p,ccd,Agerer Franz,,"D,0132,I,5016,,1"
15772,0.0033,49644.3991,p,ccd,Moschner Wolfg,,"D,0132,I,5016,,1"
16309,0.0021,50344.5852,p,ccd,Agerer Franz,,"D,0099,I,4472,,"
16533,-0.0578,50636.596,p,vis,Vandenbroere Jac,"B,0116,B,0116,,",
16595,-0.0198,50717.475,p,vis,Vandenbroere Jac,"B,0116,B,0116,,",
17060,-0.0162,51323.786,p,ccd,Paschke Anton,,"0,home,,,,Rotse"
17399,-0.0151,51766.4568,s,ccd,Agerer Franz,,"D,0152,I,5296,,ST-6"
17672,-0.0187,52122.4144,s,ccd,Agerer Franz,,"D,0152,I,5296,,ST-6"
17691,-0.0216,52146.5333,p,ccd,Moschner Wolfg,,"D,0158,I,5484,,"
17691,-0.0198,52146.5351,p,ccd,Safar Jan,,"C,0034,E,0074,,RL400"
17717,-0.0209,52180.4351,p,ccd,Agerer Franz,,"D,0183,I,5761,,ST-6"
17717,-0.0199,52180.4361,p,ccd,Agerer Franz,,"D,,D,Lich,,"
18563,-0.0368,53283.5076,p,ccd,Diethelm Roger,,"B,0131,I,5653,,"
18613,-0.0346,53349.3561,s,ccd,Agerer Franz,,"D,0173,I,5657,,"
18849,-0.0414,53656.4147,p,-Ir,Agerer Franz,,"D,0178,I,5731,,"
19126,-0.0422,54017.5906,p,-Ir,Agerer Franz,,"D,0183,I,5761,,ST-6"
19935,-0.0421,55072.4352,p,ccd,Moschner W,,"D,0212,I,5941,,ST-9E"
19936,-0.0452,55074.388,s,-Ir,Agerer Franz,,"D,0212,I,5941,,Sigma 1603"
19938,-0.0418,55076.3472,p,-Ir,Agerer Franz,,"D,0212,I,5941,,Sigma 1603"
19955,-0.0405,55098.5146,p,-Ir,Agerer Franz,,"D,0212,I,5941,,Sigma 1603"
20193,-0.0367,55409.4955,s,-Ir,Agerer Franz,,"D,0215,I,5984,,Sigma 1603"
20259,-0.0355,55495.5532,s,-Ir,Raetz Manfred,,"D,0220,I,6010,,G2"
20265,-0.0366,55502.7235,p,V,Diethelm Roger,,"I,5960,,,,"
20522,-0.0318,55838.4792,s,-Ir,Agerer Franz,,"D,0225,I,6026,,Sigma 1603"
20531,-0.0325,55849.5615,p,-U-I,Raetz Manfred,,"D,0225,I,6026,,G2"
20550,-0.0317,55874.3362,p,ccd,Moschner Wolfgan,"D,0225,I,6026,,ST9XE",
20550,-0.0315,55874.3363,p,-Ir,Agerer Franz,,"D,0225,I,6026,,Sigma 1603"
20748,-0.0255,56132.512,p,ccd,Moschner Wolfg,,"D,0234,I,6118,,ST-9E"
21909,-0.003,57646.3473,p,ccd,Cervinka L.,,"C,0041,E,0194,,102+Atik314L"
