15650,-0.0481,53402.17,s,Rc,Nagai Kazuo,,"J,0044,,,,10L+CV-04"
15658,-0.0482,53404.6285,p,ccd,Ogloza Waldemar,,"I,5843,,,,Pi of Sky"
15658,-0.0481,53404.7926,s,ccd,Ogloza Waldemar,,"I,5843,,,,Pi of Sky"
15661,-0.0476,53405.6126,p,ccd,Ogloza Waldemar,,"I,5843,,,,Pi of Sky"
15661,-0.0442,53405.78,s,ccd,Ogloza Waldemar,,"I,5843,,,,Pi of Sky"
15664,-0.0461,53406.7616,s,ccd,Ogloza Waldemar,,"I,5843,,,,Pi of Sky"
15673,-0.0478,53409.7104,s,ccd,Ogloza Waldemar,,"I,5843,,,,Pi of Sky"
15675,-0.0467,53410.3672,s,V,Ogloza Waldemar,,"I,5623,,,,"
15676,-0.0485,53410.5292,p,V,Ogloza Waldemar,,"I,5623,,,,"
15782,-0.0491,53445.4428,s,BVR,Goekay G,,"I,5791,,,,40 cm Cass"
16754,-0.0507,53764.0943,s,V,Nagai Kazuo,,"J,0045,,,,20SC+SV-04"
16785,-0.051,53774.0928,p,V,Nagai Kazuo,,"J,0045,,,,20SC+SV-04"
16788,-0.05,53775.0773,p,V,Nagai Kazuo,,"J,0045,,,,20SC+SV-04"
16802,-0.05,53779.667,p,V,Diethelm Roger,,"I,5992,,,base,"
16861,-0.0535,53799.0056,p,V,Nagai Kazuo,,"J,0045,,,,20SC+SV-04"
16952,-0.0524,53829.0034,s,Ic,Nakajima Kazuhir,"J,0045,,,,20SC+CV-04",
18998,-0.0532,54499.7477,s,R,Nelson Robert,,"I,5875,,,,ST-7XME"
19089,-0.0529,54529.5808,s,V,Dvorak Shawn,,"I,5870,,,,"
19167,-0.0548,54554.9858,p,Ic,Nakajima Kazuhir,"J,0048,,,,20SC+CV-04",
20005,-0.0451,54829.8831,s,V,Diethelm Roger,,"I,5871,,,,"
20188,-0.0561,54889.7014,p,V,Diethelm Roger,,"I,5894,,,,"
22333,-0.0529,55593.0691,s,Ic,Nagai Kazuo,,"J,0053,,,,10L+CV-04"
22426,-0.0512,55623.3952,p,-Ir,Agerer Franz,,"D,0220,I,6010,,Sigma 403"
22454,-0.0544,55632.7353,s,V,Diethelm Roger,,"I,5992,,,,"
23512,-0.0529,55979.5835,s,-Ir,Agerer Franz,,"D,0228,I,6048,,Sigma 1603"
23577,-0.0529,56000.7286,p,V,Diethelm Roger,,"I,6029,,,,Astrokolchoz"
23585,-0.0494,56003.3548,p,-Ir,Agerer Franz,,"D,0228,I,6048,,Sigma 1603"
24486,-0.0515,56298.8936,s,V,Diethelm Roger,,"I,6063,,,,"
25842,-0.0433,56743.4426,s,-I,Agerer Franz,,"D,0238,I,6149,,Sigma 1603"
25848,-0.0458,56745.4071,s,-I,Agerer Franz,,"D,0238,I,6149,,Sigma 1603"
26656,-0.0364,57010.1411,p,V,Itoh Hiroshi,,"J,0059,,,,6R+DSI-II"
26772,-0.037,57048.333,s,ccd,Paschke Anton,,"E,0172,,,,50mm+ST7"
26773,-0.0388,57048.495,p,ccd,Paschke Anton,,"E,0172,,,,50mm+ST7"
26922,-0.0329,57097.348,p,-I,Agerer Franz,,"D,0241,I,6157,,Sigma 1603"
27891,-0.0244,57415.0261,p,V,Itoh Hiroshi,,"J,0063,,,,6R+ATIK414EX"
27891,-0.0243,57415.0262,p,Ic,Nagai Kazuo,,"J,0063,,,,20SC+ST-402"
27891,-0.0227,57415.0278,p,B,Nagai Kazuo,,"J,0063,,,,20SC+ST-402"
27891,-0.0224,57415.0281,p,V,Nagai Kazuo,,"J,0063,,,,20SC+ST-402"
28145,-0.0249,57498.459,s,ccd,Paschke Anton,,"E,0181,,,,50mm+G2-402"
28866,-0.0217,57734.6654,p,R,Oezavci I,,"E,0203,,,,35cm+Apogee"
