-5298,0.0139,38591.498,s,pg,Tokovinin A A,,",,D,Lich,PZP 2.102,"
-5253,-0.0215,38613.505,s,pg,Tokovinin A A,,",,D,Lich,PZP 2.102,"
-5251,0.0048,38614.511,s,pg,Tokovinin A A,,",,D,Lich,PZP 2.102,"
-5190,-0.0119,38644.374,s,pg,Tokovinin A A,,",,D,Lich,PZP 2.102,"
-5188,-0.0066,38645.359,s,pg,Tokovinin A A,,",,D,Lich,PZP 2.102,"
-5169,-0.0064,38654.421,p,pg,Tokovinin A A,,",,D,Lich,PZP 2.102,"
-5139,-0.0074,38669.36,s,pg,Tokovinin A A,,",,D,Lich,PZP 2.102,"
-5126,-0.0112,38675.479,p,pg,Tokovinin A A,,",,D,Lich,PZP 2.102,"
-5059,-0.0109,38708.298,p,pg,Tokovinin A A,,",,D,Lich,PZP 2.102,"
-4322,0.0099,39069.57,s,pg,Tokovinin A A,,",,D,Lich,PZP 2.102,"
-4173,-0.0111,39142.289,p,pg,Tokovinin A A,,",,D,Lich,PZP 2.102,"
-4167,0.0039,39145.243,p,pg,Tokovinin A A,,",,D,Lich,PZP 2.102,"
-2276,-0.0014,40071.51,p,pg,Tokovinin A A,,",,D,Lich,PZP 2.102,"
-2231,0.0012,40093.555,p,pg,Tokovinin A A,,",,D,Lich,PZP 2.102,"
-1447,-0.0021,40477.58,p,pg,Tokovinin A A,,",,D,Lich,PZP 2.102,"
-55,0.0288,41159.457,p,pg,Tokovinin A A,,",,D,Lich,PZP 2.103,"
-53,0.0221,41160.43,p,pg,Tokovinin A A,,",,D,Lich,PZP 2.103,"
-12,-0.013,41180.478,p,pg,Tokovinin A A,,",,D,Lich,PZP 2.103,"
0,0,41186.369,p,pg,Tokovinin A A,,",,0,GCVS,PZP 2.101,"
102,-0.0109,41236.321,p,pg,Tokovinin A A,,",,D,Lich,PZP 2.103,"
12153,-0.0023,47139.295,p,vis,Frank Peter,,"D,0050,D,0050,,"
12153,-0.0093,47139.533,s,vis,Frank Peter,,"D,0050,D,0050,,"
13441,-0.0009,47770.445,s,vis,Frank Peter,,"D,0056,D,0056,,"
13486,-0.0044,47792.484,s,vis,Moschner Wolfg,,"D,0056,D,0056,,"
14266,0.0197,48174.332,p,vis,Moschner Wolfg,,"D,0059,D,0059,,"
14297,-0.0051,48189.492,p,vis,Frank Peter,,"D,0059,D,0059,,"
14934,0.0129,48501.533,p,vis,Frank Peter,,"D,0062,D,0062,,"
14938,-0.0004,48503.479,p,vis,Frank Peter,,"D,0060,D,0060,,"
15011,-0.0062,48539.476,s,vis,Frank Peter,,"D,0060,D,0060,,"
19574,0.0038,50774.3444,p,ccd,Blaettler Ernst,,"B,0116,B,0116,,"
19745,0.0027,50858.3495,s,ccd,Blaettler Ernst,,"B,0117,B,0117,,"
21819,-0.0007,51874.2577,s,ccd,Husar Dieter,,"D,0172,I,5643,,"
22444,0.0054,52180.4088,s,ccd,Agerer Franz,,"D,0183,I,5761,,ST-6"
22475,0.0073,52195.3505,p,ccd,Blaettler Ernst,,"B,0126,B,0126,,"
22495,0.0096,52205.3944,s,ccd,Blaettler Ernst,,"B,0127,B,0127,,"
23251,0.0032,52575.701,s,ccd,Dvorak S W,,"I,5378,,,,"
24100,0.0069,52991.3271,p,ccd,Blaettler Ernst,,"B,0130,I,5543,,"
24831,0.0079,53349.3953,p,ccd,Agerer Franz,,"D,0173,I,5657,,"
25322,0.0059,53589.9008,p,R,Nelson Robert,,"I,5672,,,,"
25458,0.0052,53656.5173,p,-Ir,Agerer Franz,,"D,0178,I,5731,,"
26195,0.0051,54017.5233,p,-Ir,Agerer Franz,,"D,0183,I,5761,,ST-6"
27048,0.0031,54435.593,s,ccd,Nelson Robert,,"I,5820,,,,ST-7"
27759,-0.0011,54783.6144,p,V,Diethelm Roger,,"I,5871,,,,"
27858,0.003,54832.3569,s,-Ir,Agerer Franz,,"D,0209,I,5918,,Sig 1603"
28296,-0.0001,55046.9002,s,R,Nelson Robert,,"I,5929,,,,ST-7XME"
28330,-0.0002,55063.5544,s,-Ir,Agerer Franz,,"D,0212,I,5941,,Sigma 1603"
28338,0.0024,55067.4756,s,-Ir,Agerer Franz,,"D,0212,I,5941,,Sigma 1603"
28514,0.0005,55153.6841,s,V,Diethelm Roger,,"I,5920,,,,"
29141,0.0009,55460.5642,p,-Ir,Agerer Franz,,"D,0215,I,5984,,Sigma 1603"
29185,0.0008,55482.3617,s,ccd,Jungbluth H,,"D,0215,I,5984,,ST-7"
29229,-0.0044,55503.6641,p,V,Diethelm Roger,,"I,5960,,,,"
29831,-0.0013,55798.7911,s,ccd,Nelson Robert,,"I,6018,,,,ST-7XE"
29914,0.0024,55839.4508,s,-Ir,Agerer Franz,,"D,0225,I,6026,,Sigma 1603"
29949,0.0033,55856.3509,p,-Ir,Agerer Franz,,"D,0225,I,6026,,Sigma 1603"
29949,0.002,55856.5946,s,-Ir,Agerer Franz,,"D,0225,I,6026,,Sigma 1603"
30049,0,55905.3308,p,-U-I,Raetz Manfred,,"D,0225,I,6026,,G2"
30126,-0.0009,55943.2919,s,ccd,Jungbluth H,,"D,0225,I,6026,,ST7"
30746,0.0007,56246.7444,p,V,Diethelm Roger,,"I,6042,,,,Astrokolchoz"
31345,0.002,56540.4,s,V,Magris M.,,"C,0038,E,0160,,25cm+MX716"
31437,0.002,56585.4646,s,-I,Agerer Franz,,"D,0234,I,6118,,Sigma 1603"
32182,0.0025,56950.3899,s,-I,Agerer Franz,,"D,0239,I,6152,,Sigma 1603"
32183,0.0025,56950.6348,p,-I,Agerer Franz,,"D,0239,I,6152,,Sigma 1603"
32828,0.0016,57266.5755,p,-I,Agerer Franz,,"D,0244,I,6196,,Sigma 1603"
